tab	magic_measurements
er_specimen_name	er_sample_name	er_site_name	er_location_name	magic_experiment_name	measurement_number	er_analyst_mail_names	measurement_sd_x	treatment_dc_field_theta	measurement_sd_z	treatment_dc_field	magic_instrument_codes	measurement_positions	measurement_dec	treatment_ac_field	measurement_csd	treatment_temp	measurement_magn_moment	magic_software_packages	treatment_dc_field_phi	measurement_description	measurement_temp	magic_method_codes	measurement_sd_y	measurement_standard	er_citation_names	measurement_inc	measurement_flag
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	29		4.34e-10		2.81e-10	0	hargrave 2015-02-12 15:37:20	1	265.6	0	1.6	903.0	1.97e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	2.53e-10		This study	-46.0	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	30		8.01e-10		2.16e-10	0	hargrave 2015-02-13 17:53:58	1	269.1	0	2.4	923.0	1.99e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	2.92e-10		This study	-40.0	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	31		5.97e-10		3.07e-10	0	hargrave 2015-02-17 11:28:49	1	268.6	0	2.3	933.0	1.78e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	3.16e-10		This study	-42.4	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	32		4.89e-10		3.35e-10	0	hargrave 2015-02-18 09:46:48	1	272.3	0	2.8	943.0	1.35e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	3.34e-10		This study	-39.3	g
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	33		2.07e-10		9.14e-11	0	hargrave 2015-02-19 12:55:38	1	234.4	0	3.5	953.0	3.99e-09	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.06e-10		This study	-27.9	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	1		1.26e-08		2.46e-09	0		1	77.2	0	3.0	273	2.46e-07	pmagpy-3.2.1			273	LT-NO:LP-DIR-T	1.06e-09		This study	-44.9	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	2		1.12e-08		3.48e-09	0		1	73.1	0	2.5	77	2.72e-07	pmagpy-3.2.1			273	LT-LT-Z:LP-DIR-T	1.30e-09		This study	-46.1	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	3		1.03e-08		6.14e-09	0		1	66.0	0	2.0	373.0	3.68e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	4.82e-09		This study	-49.3	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	4		2.08e-08		7.78e-09	0	hargrave 2014-10-22 15:58:15	1	057.3	0	2.5	423.0	5.06e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	2.52e-09		This study	-51.8	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	5		3.17e-08		1.03e-08	0	hargrave 2014-10-27 16:24:50	1	061.1	0	3.8	473.0	5.02e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	2.75e-09		This study	-52.1	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	6		3.67e-08		7.43e-09	0	hargrave 2014-10-28 13:47:48	1	066.0	0	5.4	523.0	4.01e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	5.43e-09		This study	-51.9	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	7		2.20e-08		3.89e-09	0	hargrave 2014-10-28 20:45:11	1	069.5	0	4.9	573.0	2.63e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	3.27e-09		This study	-50.3	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	8		9.67e-09		1.56e-09	0	hargrave 2014-10-29 20:57:46	1	077.3	0	3.5	623.0	1.59e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	5.81e-10		This study	-51.0	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	9		8.78e-09		1.49e-09	0	hargrave 2014-11-03 17:17:53	1	081.7	0	4.1	673.0	1.25e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	5.86e-10		This study	-49.9	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	10		7.17e-09		1.12e-09	0	hargrave 2014-11-04 12:08:13	1	083.5	0	3.7	698.0	1.13e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	5.18e-10		This study	-49.3	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	11		8.02e-09		9.47e-10	0	hargrave 2014-11-10 12:58:13	1	089.4	0	4.6	723.0	1.01e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	6.20e-10		This study	-47.8	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	12		3.65e-09		7.45e-10	0	hargrave 2014-11-10 22:16:43	1	092.2	0	2.3	748.0	9.23e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	4.97e-10		This study	-46.9	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	13		6.65e-09		9.94e-10	0	hargrave 2014-11-13 11:50:50	1	099.3	0	4.6	773.0	8.52e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.36e-09		This study	-44.6	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	14		3.04e-09		6.72e-10	0	hargrave 2014-11-17 17:31:35	1	101.8	0	2.3	788.0	7.92e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	9.47e-10		This study	-42.8	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	15		1.10e-09		5.65e-10	0	hargrave 2014-11-24 18:22:26	1	103.3	0	0.9	803.0	7.67e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	5.01e-10		This study	-42.7	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	16		1.39e-09		8.06e-10	0	hargrave 2014-12-01 17:04:09	1	103.7	0	1.2	818.0	7.61e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	7.70e-10		This study	-41.8	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	17		1.33e-09		6.66e-10	0	hargrave 2014-12-02 00:50:08	1	103.3	0	1.2	823.0	7.05e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	6.73e-10		This study	-41.7	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	18		4.01e-09		6.06e-10	0	hargrave 2014-12-05 13:46:21	1	105.8	0	3.5	828.0	6.86e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.42e-09		This study	-41.4	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	19		4.49e-10		5.00e-10	0	hargrave 2014-12-06 12:03:37	1	106.3	0	0.5	833.0	6.56e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	2.97e-10		This study	-39.4	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	20		7.97e-10		6.00e-10	0	hargrave 2014-12-08 15:24:19	1	107.1	0	0.9	838.0	6.34e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	5.57e-10		This study	-40.2	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	21		5.10e-10		6.18e-10	0	hargrave 2014-12-08 22:16:29	1	106.6	0	0.8	843.0	6.09e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	5.48e-10		This study	-39.2	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	22		3.29e-09		3.90e-10	0	hargrave 2015-01-12 11:07:07	1	111.5	0	3.5	846.0	5.92e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.59e-09		This study	-39.3	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	23		1.85e-09		3.95e-10	0	hargrave 2015-01-14 14:25:16	1	110.9	0	2.0	849.0	5.86e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	8.67e-10		This study	-39.5	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	24		1.07e-09		6.83e-10	0	hargrave 2015-01-15 14:40:11	1	110.1	0	1.3	852.0	5.84e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	5.93e-10		This study	-39.3	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	25		2.53e-09		5.04e-10	0	hargrave 2015-01-18 13:02:08	1	113.1	0	2.8	855.0	5.75e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.35e-09		This study	-40.2	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	26		1.35e-09		4.12e-10	0	hargrave 2015-01-20 12:21:08	1	113.4	0	1.4	858.0	5.74e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	6.22e-10		This study	-39.4	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	27		1.47e-09		3.27e-10	0	hargrave 2015-02-10 17:29:40	1	113.4	0	1.7	863.0	5.53e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	7.29e-10		This study	-38.0	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	28		7.42e-10		4.53e-10	0	hargrave 2015-02-11 17:27:24	1	115.9	0	1.0	883.0	5.22e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	7.00e-10		This study	-36.7	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	29		9.51e-10		4.96e-10	0	hargrave 2015-02-12 15:39:33	1	116.6	0	1.4	903.0	4.54e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	6.33e-10		This study	-34.3	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	30		1.04e-09		2.07e-10	0	hargrave 2015-02-13 17:55:58	1	122.8	0	1.4	923.0	4.10e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	3.56e-10		This study	-32.9	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	31		4.21e-10		2.55e-10	0	hargrave 2015-02-17 11:30:40	1	122.6	0	1.0	933.0	3.27e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	3.88e-10		This study	-33.6	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	32		9.59e-10		1.02e-10	0	hargrave 2015-02-18 09:48:39	1	122.0	0	4.2	943.0	1.56e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	6.76e-10		This study	-34.3	g
Z35.4a	Z35.4	Z35.	locale	Z35.4a:LP-DIR-T	33		1.21e-10		1.85e-11	0	hargrave 2015-02-19 12:57:15	1	128.2	0	2.4	953.0	3.94e-09	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.22e-10		This study	-37.5	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	1		7.33e-09		1.49e-09	0		1	15.6	0	3.0	273	4.09e-07	pmagpy-3.2.1			273	LT-NO:LP-DIR-T	2.01e-08		This study	-38.2	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	2		5.05e-09		1.64e-09	0		1	14.5	0	1.7	77	4.63e-07	pmagpy-3.2.1			273	LT-LT-Z:LP-DIR-T	1.25e-08		This study	-37.5	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	3		3.61e-09		2.55e-09	0		1	7.1	0	0.4	373.0	6.21e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	3.58e-09		This study	-38.2	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	4		4.56e-09		6.47e-09	0	hargrave 2014-10-22 15:59:53	1	003.2	0	2.1	423.0	7.92e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	2.75e-08		This study	-38.7	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	5		4.90e-09		4.23e-09	0	hargrave 2014-10-27 16:26:22	1	002.7	0	1.4	473.0	7.70e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.87e-08		This study	-39.1	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	6		5.53e-09		3.25e-09	0	hargrave 2014-10-28 13:49:35	1	004.0	0	3.2	523.0	5.77e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	3.21e-08		This study	-41.2	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	7		3.92e-09		1.64e-09	0	hargrave 2014-10-28 20:46:49	1	009.1	0	2.6	573.0	3.38e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.46e-08		This study	-43.6	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	8		1.44e-09		7.48e-10	0	hargrave 2014-10-29 20:59:18	1	003.1	0	1.8	623.0	2.10e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	6.33e-09		This study	-47.7	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	9		1.47e-09		7.48e-10	0	hargrave 2014-11-03 17:19:27	1	004.7	0	2.3	673.0	1.86e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	7.30e-09		This study	-48.9	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	10		8.53e-10		9.38e-10	0	hargrave 2014-11-04 12:09:44	1	003.4	0	1.5	698.0	1.70e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	4.39e-09		This study	-51.2	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	11		7.23e-10		7.23e-10	0	hargrave 2014-11-10 12:59:52	1	006.6	0	1.6	723.0	1.56e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	4.41e-09		This study	-52.6	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	12		1.48e-09		7.26e-10	0	hargrave 2014-11-10 22:18:21	1	005.0	0	1.6	748.0	1.40e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	3.73e-09		This study	-54.3	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	13		1.47e-09		8.08e-10	0	hargrave 2014-11-13 11:52:27	1	009.2	0	2.0	773.0	1.22e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	3.97e-09		This study	-56.9	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	14		5.23e-10		4.09e-10	0	hargrave 2014-11-17 17:33:08	1	009.5	0	1.6	788.0	1.04e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	2.96e-09		This study	-60.2	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	15		4.33e-10		3.32e-10	0	hargrave 2014-11-24 18:24:04	1	010.6	0	0.7	803.0	9.46e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.14e-09		This study	-61.7	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	16		1.25e-09		4.61e-10	0	hargrave 2014-12-01 17:05:43	1	013.4	0	0.9	818.0	8.90e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	8.66e-10		This study	-64.2	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	17		1.05e-09		5.17e-10	0	hargrave 2014-12-02 00:51:42	1	010.6	0	0.8	823.0	8.17e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	7.78e-10		This study	-65.4	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	18		9.54e-10		3.97e-10	0	hargrave 2014-12-05 13:48:00	1	008.5	0	0.9	828.0	7.61e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	7.97e-10		This study	-68.1	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	19		5.47e-10		4.56e-10	0	hargrave 2014-12-06 12:05:58	1	013.8	0	0.9	833.0	6.99e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	8.73e-10		This study	-70.7	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	20		5.84e-10		3.77e-10	0	hargrave 2014-12-08 15:25:53	1	015.8	0	0.7	838.0	6.66e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	6.73e-10		This study	-71.9	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	21		9.49e-10		4.03e-10	0	hargrave 2014-12-08 22:18:06	1	014.2	0	1.0	843.0	6.25e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	6.31e-10		This study	-72.1	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	22		1.23e-09		4.41e-10	0	hargrave 2015-01-12 11:08:38	1	012.4	0	1.3	846.0	6.17e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	6.47e-10		This study	-72.6	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	23		1.27e-09		5.04e-10	0	hargrave 2015-01-14 14:26:50	1	016.3	0	1.5	849.0	6.06e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	9.91e-10		This study	-74.0	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	24		1.30e-09		4.34e-10	0	hargrave 2015-01-15 14:41:46	1	012.8	0	1.4	852.0	5.88e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	5.97e-10		This study	-75.4	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	25		1.08e-09		6.04e-10	0	hargrave 2015-01-18 13:03:31	1	017.9	0	1.4	855.0	5.71e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	7.91e-10		This study	-75.3	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	26		6.65e-10		3.06e-10	0	hargrave 2015-01-20 12:22:38	1	017.4	0	1.1	858.0	5.57e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	7.83e-10		This study	-74.9	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	27		6.31e-10		3.63e-10	0	hargrave 2015-02-10 17:31:37	1	021.7	0	1.0	863.0	5.14e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	6.37e-10		This study	-78.2	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	28		9.49e-10		3.79e-10	0	hargrave 2015-02-11 17:29:26	1	025.0	0	1.2	883.0	4.76e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	4.79e-10		This study	-81.2	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	29		4.24e-10		3.59e-10	0	hargrave 2015-02-12 15:41:30	1	021.0	0	0.8	903.0	3.95e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	3.83e-10		This study	-81.9	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	30		5.06e-10		1.89e-10	0	hargrave 2015-02-13 17:57:36	1	044.7	0	1.0	923.0	3.54e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	3.74e-10		This study	-85.2	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	31		3.30e-10		2.69e-10	0	hargrave 2015-02-17 11:32:15	1	002.6	0	0.9	933.0	2.82e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	2.80e-10		This study	-86.8	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	32		3.62e-10		8.97e-11	0	hargrave 2015-02-18 09:51:41	1	330.8	0	1.5	943.0	1.61e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	2.29e-10		This study	-77.8	g
Z35.5a	Z35.5	Z35.	locale	Z35.5a:LP-DIR-T	33		1.01e-10		3.25e-11	0	hargrave 2015-02-19 12:58:47	1	167.9	0	1.7	953.0	3.90e-09	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	4.52e-11		This study	-70.2	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	1		3.49e-09		9.09e-10	0		1	169.5	0	1.6	273	2.87e-07	pmagpy-3.2.1			273	LT-NO:LP-DIR-T	7.03e-09		This study	-65.1	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	2		3.37e-09		9.45e-10	0		1	170.7	0	1.4	77	3.30e-07	pmagpy-3.2.1			273	LT-LT-Z:LP-DIR-T	7.33e-09		This study	-66.4	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	3		5.21e-09		2.26e-09	0		1	173.3	0	0.9	373.0	4.62e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	5.49e-09		This study	-71.4	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	4		4.16e-09		8.78e-10	0	hargrave 2014-10-22 16:01:25	1	175.4	0	1.3	423.0	6.26e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.37e-08		This study	-73.4	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	5		5.71e-09		1.66e-09	0	hargrave 2014-10-27 16:28:07	1	172.6	0	1.3	473.0	6.10e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.23e-08		This study	-72.5	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	6		4.84e-09		2.29e-09	0	hargrave 2014-10-28 13:51:20	1	179.4	0	1.7	523.0	4.71e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.31e-08		This study	-71.2	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	7		2.58e-09		1.48e-09	0	hargrave 2014-10-28 20:48:26	1	183.5	0	1.0	573.0	2.75e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	4.08e-09		This study	-65.3	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	8		1.01e-09		5.44e-10	0	hargrave 2014-10-29 21:00:50	1	184.8	0	1.5	623.0	1.59e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	4.15e-09		This study	-59.0	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	9		9.70e-10		4.01e-10	0	hargrave 2014-11-03 17:20:59	1	181.4	0	1.7	673.0	1.23e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	3.49e-09		This study	-57.3	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	10		5.55e-10		3.93e-10	0	hargrave 2014-11-04 12:11:18	1	183.7	0	2.2	698.0	1.09e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	4.11e-09		This study	-54.9	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	11		4.74e-10		6.19e-10	0	hargrave 2014-11-10 13:01:28	1	183.6	0	1.8	723.0	9.41e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	2.98e-09		This study	-52.2	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	12		1.05e-09		9.71e-10	0	hargrave 2014-11-10 22:19:54	1	183.8	0	1.3	748.0	8.32e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.39e-09		This study	-49.9	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	13		1.40e-09		9.68e-10	0	hargrave 2014-11-13 11:54:22	1	186.6	0	3.8	773.0	7.35e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	4.62e-09		This study	-46.7	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	14		5.04e-10		3.06e-10	0	hargrave 2014-11-17 17:34:47	1	183.2	0	1.7	788.0	6.76e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.96e-09		This study	-43.4	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	15		2.71e-10		3.03e-10	0	hargrave 2014-11-24 18:25:43	1	185.0	0	1.1	803.0	6.36e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.15e-09		This study	-41.1	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	16		3.50e-10		6.37e-10	0	hargrave 2014-12-01 17:07:16	1	184.9	0	1.7	818.0	6.30e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.79e-09		This study	-39.9	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	17		3.37e-10		5.95e-10	0	hargrave 2014-12-02 00:53:16	1	183.4	0	1.1	823.0	5.76e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	9.75e-10		This study	-38.9	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	18		1.01e-09		6.93e-10	0	hargrave 2014-12-05 13:50:05	1	183.0	0	3.6	828.0	5.68e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	3.39e-09		This study	-37.6	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	19		4.53e-10		4.36e-10	0	hargrave 2014-12-06 12:07:29	1	186.2	0	1.3	833.0	5.43e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.22e-09		This study	-35.8	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	20		3.65e-10		3.98e-10	0	hargrave 2014-12-08 15:27:26	1	184.0	0	1.3	838.0	5.30e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.17e-09		This study	-35.2	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	21		2.98e-10		5.30e-10	0	hargrave 2014-12-08 22:19:44	1	183.1	0	1.5	843.0	5.16e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.29e-09		This study	-34.2	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	22		6.56e-10		7.72e-10	0	hargrave 2015-01-12 11:10:18	1	185.8	0	1.4	846.0	5.00e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	7.49e-10		This study	-33.9	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	23		5.63e-10		6.17e-10	0	hargrave 2015-01-14 14:28:30	1	182.6	0	1.5	849.0	4.86e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.05e-09		This study	-33.3	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	24		5.27e-10		7.65e-10	0	hargrave 2015-01-15 14:43:20	1	181.9	0	1.6	852.0	4.83e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	9.70e-10		This study	-32.5	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	25		6.82e-10		3.95e-10	0	hargrave 2015-01-18 13:04:52	1	185.6	0	1.6	855.0	4.67e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.16e-09		This study	-32.6	g
